	flight_id	airline	origin_airport	destination_airport	flight_number	delay_reason	departure_delay	scheduled_trip_time	scheduled_departure	scheduled_arrival	day_of_week	day_of_month	month
243728	243728	WN	BOS	BWI	172	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	16	4
243794	243794	UA	BOS	ORD	1146	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	5	16	4
243799	243799	UA	BOS	SFO	503	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	16	4
243817	243817	US	BOS	PHL	738	AIR_SYSTEM	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	16	4
243858	243858	DL	BOS	JFK	793	AIR_SYSTEM	SMALL_DELAY	SHORT_FLIGHT	AFTERNOON	EVENING	5	16	4
243901	243901	B6	BOS	PHX	603	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	16	4
243934	243934	WN	BOS	MKE	3581	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	5	16	4
244043	244043	B6	BOS	BUF	1915	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	16	4
244127	244127	VX	BOS	LAX	367	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	16	4
244151	244151	AA	BOS	DFW	1124	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	16	4
244271	244271	DL	BOS	CVG	62	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	5	16	4
244304	244304	WN	BOS	STL	4125	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	5	16	4
244369	244369	AA	BOS	ORD	1670	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	5	16	4
244401	244401	US	BOS	DCA	2125	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
244448	244448	DL	BOS	LGA	2689	AIR_SYSTEM	MID_DELAY	SHORT_FLIGHT	EVENING	EVENING	5	16	4
244528	244528	AA	BOS	JFK	1096	AIR_SYSTEM	SMALL_DELAY	SHORT_FLIGHT	EVENING	EVENING	5	16	4
244533	244533	B6	BOS	BWI	827	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
244569	244569	UA	BOS	EWR	1116	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	5	16	4
244825	244825	DL	BOS	MSP	2549	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
244921	244921	DL	BOS	DTW	1623	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
244953	244953	B6	BOS	PHL	1159	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
244954	244954	B6	BOS	IAD	1257	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
244958	244958	DL	BOS	ATL	2510	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
245003	245003	AS	BOS	SEA	15	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
245168	245168	EV	BOS	CLE	4159	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
245253	245253	B6	BOS	SEA	497	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
245291	245291	VX	BOS	SFO	357	AIR_SYSTEM	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	5	16	4
245299	245299	B6	BOS	EWR	2679	None	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	5	16	4
245319	245319	US	BOS	DCA	2127	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
245321	245321	US	BOS	LGA	2161	LATE_AIRCRAFT	LARGE_DELAY	SHORT_FLIGHT	EVENING	EVENING	5	16	4
245367	245367	DL	BOS	LGA	2691	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	5	16	4
245447	245447	B6	BOS	FLL	469	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
245455	245455	DL	BOS	JFK	2398	AIR_SYSTEM	MID_DELAY	SHORT_FLIGHT	EVENING	EVENING	5	16	4
245506	245506	US	BOS	CLT	1788	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	5	16	4
245525	245525	AA	BOS	MIA	1355	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
245588	245588	B6	BOS	DCA	1089	AIRLINE	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	5	16	4
245611	245611	EV	BOS	RIC	5596	None	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	5	16	4
245694	245694	UA	BOS	EWR	1711	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	5	16	4
245695	245695	B6	BOS	LAX	687	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
245700	245700	WN	BOS	BWI	2183	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
245772	245772	US	BOS	PHL	1918	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
245899	245899	B6	BOS	PBI	321	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
246040	246040	B6	BOS	DEN	993	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
246042	246042	B6	BOS	DTW	1837	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
246150	246150	AA	BOS	ORD	1612	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	EVENING	EVENING	5	16	4
246243	246243	B6	BOS	RIC	381	AIRLINE	LARGE_DELAY	MID_FLIGHT	EVENING	EVENING	5	16	4
246260	246260	US	BOS	DCA	2129	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
246262	246262	US	BOS	LGA	2163	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	5	16	4
246288	246288	B6	BOS	LAS	777	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
246289	246289	B6	BOS	SFO	833	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
246304	246304	DL	BOS	LGA	2693	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	5	16	4
246500	246500	B6	BOS	JFK	317	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	5	16	4
246535	246535	B6	BOS	RSW	865	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
246537	246537	B6	BOS	BWI	1427	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	5	16	4
246610	246610	B6	BOS	TPA	991	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
246663	246663	B6	BOS	MCO	1451	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	5	16	4
246692	246692	WN	BOS	BWI	382	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
246880	246880	B6	BOS	DCA	1189	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
246917	246917	US	BOS	DCA	2131	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	5	16	4
246942	246942	DL	BOS	LGA	2695	LATE_AIRCRAFT	MID_DELAY	SHORT_FLIGHT	EVENING	EVENING	5	16	4
247684	247684	B6	BOS	SJU	361	AIRLINE	SMALL_DELAY	LONG_FLIGHT	EVENING	NIGHT	5	16	4
247749	247749	US	BOS	CLT	1852	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	6	17	4
247759	247759	NK	BOS	MYR	103	None	SMALL_DELAY	MID_FLIGHT	NIGHT	MORNING	6	17	4
247773	247773	AA	BOS	MIA	2454	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	6	17	4
247792	247792	US	BOS	PHL	897	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	6	17	4
247815	247815	WN	BOS	BWI	3991	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	6	17	4
247842	247842	B6	BOS	JFK	917	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	6	17	4
247856	247856	UA	BOS	IAD	1203	None	SMALL_DELAY	MID_FLIGHT	NIGHT	MORNING	6	17	4
247891	247891	AA	BOS	DFW	1233	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	6	17	4
247914	247914	US	BOS	DCA	2101	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
247998	247998	B6	BOS	PBI	721	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248015	248015	DL	BOS	MSP	809	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248049	248049	DL	BOS	ATL	2437	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248140	248140	UA	BOS	SFO	1523	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248157	248157	US	BOS	CLT	445	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248159	248159	B6	BOS	RDU	2283	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248163	248163	DL	BOS	JFK	750	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
248192	248192	AA	BOS	JFK	1165	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
248256	248256	B6	BOS	FLL	269	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248263	248263	B6	BOS	IAD	57	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248281	248281	B6	BOS	BWI	727	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248368	248368	AA	BOS	MIA	1619	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248422	248422	B6	BOS	BUF	515	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248443	248443	US	BOS	PHL	1917	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248478	248478	B6	BOS	EWR	2279	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
248541	248541	WN	BOS	ATL	2710	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248542	248542	WN	BOS	MDW	2725	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248559	248559	B6	BOS	RIC	1481	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248561	248561	UA	BOS	ORD	449	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248562	248562	B6	BOS	AUS	1039	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248649	248649	DL	BOS	SLC	2083	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248690	248690	AA	BOS	DFW	1318	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248781	248781	US	BOS	PHL	1997	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248808	248808	WN	BOS	BWI	2492	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248835	248835	AA	BOS	LAX	201	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248872	248872	B6	BOS	DTW	1137	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
248875	248875	B6	BOS	HOU	1031	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
248876	248876	B6	BOS	TPA	2191	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	6	17	4
248954	248954	AA	BOS	ORD	289	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249001	249001	B6	BOS	STT	907	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
249024	249024	B6	BOS	JFK	617	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
249050	249050	B6	BOS	DCA	289	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
249056	249056	DL	BOS	ATL	1501	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249142	249142	UA	BOS	EWR	1542	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
249163	249163	US	BOS	CLT	756	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
249165	249165	VX	BOS	LAX	363	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249221	249221	B6	BOS	MCO	51	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	6	17	4
249297	249297	UA	BOS	DEN	339	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249311	249311	US	BOS	PHL	665	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
249326	249326	WN	BOS	STL	4226	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249428	249428	AS	BOS	SEA	25	AIRLINE	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	6	17	4
249493	249493	B6	BOS	SRQ	741	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	6	17	4
249511	249511	WN	BOS	HOU	2549	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249571	249571	AA	BOS	MIA	1541	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249645	249645	US	BOS	DCA	2105	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
249647	249647	US	BOS	LGA	2139	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
249712	249712	B6	BOS	PBI	221	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249713	249713	B6	BOS	PHL	459	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
249730	249730	DL	BOS	FLL	2477	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249732	249732	DL	BOS	LGA	2669	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
249811	249811	WN	BOS	BNA	2833	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249862	249862	B6	BOS	FLL	569	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
249866	249866	US	BOS	CLT	521	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
249921	249921	UA	BOS	EWR	1686	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
249954	249954	WN	BOS	DEN	3465	AIRLINE	MID_DELAY	LONG_FLIGHT	MORNING	MORNING	6	17	4
249968	249968	B6	BOS	RSW	465	AIRLINE	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	6	17	4
250179	250179	B6	BOS	RDU	1383	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
250183	250183	DL	BOS	MCO	1315	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	6	17	4
250202	250202	B6	BOS	PIT	1485	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
250285	250285	B6	BOS	DCA	389	None	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	6	17	4
250316	250316	B6	BOS	SAV	49	AIRLINE	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	6	17	4
250453	250453	B6	BOS	MCO	151	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
250468	250468	B6	BOS	CLT	1245	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
250542	250542	WN	BOS	BWI	3454	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
250599	250599	VX	BOS	SFO	351	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
250661	250661	DL	BOS	DTW	1583	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
250698	250698	AA	BOS	ORD	2376	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
250705	250705	DL	BOS	LAX	2531	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
250760	250760	UA	BOS	ORD	1135	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
250861	250861	B6	BOS	RSW	665	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
250929	250929	B6	BOS	SJU	61	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
250959	250959	AA	BOS	DFW	1027	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
251016	251016	US	BOS	CLT	522	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
251139	251139	B6	BOS	EWR	2379	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
251176	251176	AA	BOS	JFK	84	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
251201	251201	EV	BOS	RDU	4951	AIRLINE	LARGE_DELAY	MID_FLIGHT	MORNING	MORNING	6	17	4
251233	251233	US	BOS	PHX	597	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
251273	251273	DL	BOS	ATL	1701	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
251274	251274	DL	BOS	JFK	1849	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
251402	251402	B6	BOS	JAX	1109	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
251445	251445	UA	BOS	IAH	336	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
251464	251464	US	BOS	DCA	2109	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	6	17	4
251517	251517	EV	BOS	EWR	4151	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	6	17	4
251700	251700	B6	BOS	STT	807	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
251779	251779	B6	BOS	DCA	489	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
251801	251801	B6	BOS	RDU	1083	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
251829	251829	B6	BOS	RSW	965	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
251847	251847	B6	BOS	CHS	1667	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
251942	251942	VX	BOS	LAS	913	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
251965	251965	EV	BOS	CLE	4126	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
252017	252017	B6	BOS	FLL	2269	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
252048	252048	UA	BOS	SFO	1723	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
252082	252082	B6	BOS	PBI	1921	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
252106	252106	NK	BOS	RSW	239	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
252296	252296	DL	BOS	MCO	2611	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
252297	252297	DL	BOS	LGA	2675	None	ON_TIME	SHORT_FLIGHT	MORNING	AFTERNOON	6	17	4
252298	252298	DL	BOS	ATL	1801	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
252346	252346	AA	BOS	MIA	1582	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
252354	252354	US	BOS	CLT	1841	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
252459	252459	B6	BOS	DCA	589	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
252501	252501	WN	BOS	ATL	4388	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
252708	252708	US	BOS	PHL	557	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
252822	252822	AA	BOS	DFW	1186	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	6	17	4
253104	253104	AA	BOS	ORD	187	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
253111	253111	B6	BOS	ORD	311	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	6	17	4
253132	253132	US	BOS	DCA	2113	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253172	253172	DL	BOS	MSP	819	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253313	253313	B6	BOS	MCO	451	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253322	253322	DL	BOS	ATL	1901	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253348	253348	B6	BOS	DCA	689	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253439	253439	B6	BOS	TPA	391	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253461	253461	OO	BOS	ORD	6229	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253543	253543	WN	BOS	BWI	2881	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253596	253596	DL	BOS	DTW	159	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253638	253638	B6	BOS	PIT	1585	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253731	253731	US	BOS	CLT	1802	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
253970	253970	B6	BOS	JFK	117	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254030	254030	UA	BOS	IAH	1233	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254221	254221	AA	BOS	DFW	2470	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254390	254390	US	BOS	PHL	2031	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254560	254560	B6	BOS	MSY	401	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254592	254592	B6	BOS	PBI	821	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254625	254625	WN	BOS	BWI	3141	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254726	254726	B6	BOS	SJU	861	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
254741	254741	WN	BOS	HOU	3594	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254753	254753	AA	BOS	MIA	1033	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
254835	254835	DL	BOS	LGA	2681	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255034	255034	WN	BOS	MDW	3792	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255121	255121	B6	BOS	FLL	69	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255123	255123	B6	BOS	RSW	1065	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
255142	255142	UA	BOS	SFO	503	AIRLINE	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
255198	255198	EV	BOS	RIC	5114	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255310	255310	US	BOS	CLT	451	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255385	255385	AA	BOS	JFK	193	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255454	255454	B6	BOS	EWR	2579	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255523	255523	DL	BOS	ATL	105	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255564	255564	US	BOS	DCA	2119	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255739	255739	B6	BOS	JFK	417	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
255943	255943	B6	BOS	DFW	1115	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
256063	256063	B6	BOS	DCA	889	AIRLINE	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
256064	256064	B6	BOS	PHL	1059	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
256128	256128	AA	BOS	ORD	1063	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	6	17	4
256227	256227	B6	BOS	MCO	951	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
256329	256329	B6	BOS	DTW	1237	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
256333	256333	NK	BOS	PBI	203	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
256449	256449	B6	BOS	RDU	2783	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
256688	256688	WN	BOS	BWI	2445	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
256709	256709	B6	BOS	BWI	1027	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
256799	256799	B6	BOS	RIC	1281	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
256862	256862	DL	BOS	DTW	1523	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
256946	256946	B6	BOS	SFO	633	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
256969	256969	B6	BOS	MCO	1351	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
257008	257008	B6	BOS	TPA	691	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
257056	257056	AA	BOS	ORD	1065	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
257058	257058	B6	BOS	SAN	19	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
257067	257067	US	BOS	DCA	2127	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
257070	257070	US	BOS	CLT	1790	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
257077	257077	WN	BOS	MDW	2991	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
257166	257166	AA	BOS	MIA	1533	AIRLINE	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
257314	257314	B6	BOS	DCA	989	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
257317	257317	NK	BOS	FLL	615	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
257355	257355	B6	BOS	LAX	487	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
257356	257356	B6	BOS	JFK	1317	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	EVENING	6	17	4
257360	257360	DL	BOS	ATL	1948	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
257448	257448	US	BOS	PHL	738	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
257456	257456	WN	BOS	BWI	3492	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
257609	257609	B6	BOS	BUF	1915	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	6	17	4
257643	257643	VX	BOS	LAX	367	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	6	17	4
